"","year","stock","stock_name","smolt","run","region","lat","long","agg_reg","group","survival","M"
"1534","2000","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.009029421,4.70726703321032
"1535","2001","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01219187,4.40698594282435
"1536","2002","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.008814131,4.73139904995439
"1537","2003","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01012626,4.59262322928766
"1538","2004","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.005923682,5.12879706396339
"1539","2005","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.00860674,4.75520966174133
"1540","2006","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.001592145,6.4426731153055
"1541","2007","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.006670543,5.01005401307281
"1542","2008","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.009337786,4.67368609980887
"1543","2009","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.003208847,5.74184359639556
"1544","2010","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.002972241,5.81843906523929
"1545","2011","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.004502519,5.40311826104522
"1546","2012","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01297249,4.34492431758411
"1547","2013","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01594998,4.13829770367057
"1548","2014","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01139311,4.47474649226142
"1549","2015","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01628141,4.11773131282151
"1550","2016","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01730808,4.05658183449013
"1551","2017","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.02197542,3.81783072296555
"1552","1971","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",NA,NA
"1553","1972","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",NA,NA
"1554","1973","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.03483041,3.35726442321213
"1555","1974","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.2009522,1.60468821014984
"1556","1975","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.1007062,2.29554791213603
"1557","1976","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.1237521,2.08947490798035
"1558","1977","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.03025514,3.49808919158423
"1559","1978","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.07107807,2.64397642856854
"1560","1979","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.06509081,2.73197190716739
"1561","1980","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.04942707,3.00725702916362
"1562","1981","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.0350891,3.3498647380488
"1563","1982","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.01704291,4.07202099751341
"1564","1983","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.001177043,6.74474991781143
"1565","1984","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.0439404,3.1249211087444
"1566","1985","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.04210075,3.16768972372564
"1567","1986","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.09545556,2.34909448011399
"1568","1987","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.09696735,2.3333809550787
"1569","1988","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.1297318,2.04228603652438
"1570","1989","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.09867126,2.31596156035574
"1571","1990","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.05526686,2.89558182676458
"1572","1991","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.01092891,4.51634370729269
"1573","1992","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.000276944,8.19169523828023
"1574","1993","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.0220774,3.81320081812993
"1575","1994","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.04658973,3.06637514840525
"1576","1995","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.004127557,5.49006957245311
"1577","1996","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.00148837,6.51007371756702
"1578","1997","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.00078561,7.1490500718808
"1579","1998","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.03625656,3.3171349485365
"1580","1999","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.05554065,2.89064009389505
"1581","2000","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.04088811,3.1969159672439
"1582","2001","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.06816891,2.68576668317345
"1583","2002","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.0284734,3.55878496086762
"1584","2003","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.04991017,2.99753048937538
"1585","2004","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.006276736,5.07090517883933
"1586","2005","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.02996648,3.50767585533557
"1587","2006","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.007819246,4.85116714851091
"1588","2007","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.04540828,3.09206081170921
"1589","2008","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.01065692,4.54154583257453
"1590","2009","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.003527972,5.64703207737702
"1591","2010","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.01851313,3.98927506890717
"1592","2011","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.002387729,6.03741257397869
"1593","2012","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.04831526,3.0300078261938
"1594","2013","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.03054597,3.48852251695968
"1595","2014","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.0302037,3.49979084554956
"1596","2015","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.07215337,2.62896128660635
"1597","2016","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.06168044,2.78578841615977
"1598","2017","RBT","Robertson Creek Fall","oceantype","fall","WCVI",49.246176,-124.820148,"south","south_oceantype",0.04889703,3.01803862054215
"1599","1971","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1600","1972","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1601","1973","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1602","1974","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.1446766,1.93325437231261
"1603","1975","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.05696194,2.86537195346965
"1604","1976","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1605","1977","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1606","1978","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1607","1979","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.1194625,2.12475276438984
"1608","1980","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1609","1981","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1610","1982","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1611","1983","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1612","1984","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1613","1985","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.007558567,4.88507365702217
"1614","1986","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.05736988,2.8582358520561
"1615","1987","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.01561292,4.15965650237106
"1616","1988","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.007750211,4.86003521018105
"1617","1989","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.007389997,4.9076279499761
"1618","1990","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.02520535,3.68069900541025
"1619","1991","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.00976467,4.62898450938736
"1620","1992","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.008710676,4.74320587918908
"1621","1993","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.01673992,4.08995899290475
"1622","1994","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.02375556,3.73993867063669
"1623","1995","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.003151445,5.75989420117038
"1624","1996","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.003130414,5.76659001480616
"1625","1997","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.004903601,5.31778544581165
"1626","1998","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.03911641,3.2412132069427
"1627","1999","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.01652499,4.10288149838829
"1628","2000","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.006058285,5.10632852225423
"1629","2001","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.009810955,4.62425566049981
"1630","2002","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.01177367,4.44188959662685
"1631","2003","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.02762637,3.58898452761372
"1632","2004","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.0108557,4.52306499131925
"1633","2005","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.03610537,3.3213136712434
"1634","2006","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.006932584,4.97152266370678
"1635","2007","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.03194809,3.44364288085321
"1636","2008","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.01046165,4.56003908899975
"1637","2009","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.02761315,3.58946317044959
"1638","2010","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.01553352,4.16475500942347
"1639","2011","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.02974982,3.51493219742897
"1640","2012","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.005555877,5.19289899256404
"1641","2013","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.00381981,5.56755459582053
"1642","2014","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.01947958,3.93838854157513
"1643","2015","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.01606708,4.13098282078353
"1644","2016","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",0.01166156,4.45145731627141
"1645","2017","SAM","Samish Fall Fingerling","oceantype","fall","NPGSD",48.5564,-122.4605,"SS","SS_oceantype",NA,NA
"1646","1971","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",NA,NA
"1647","1972","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",NA,NA
"1648","1973","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",NA,NA
"1649","1974","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",NA,NA
"1650","1975","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",NA,NA
"1651","1976","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",NA,NA
"1652","1977","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",NA,NA
"1653","1978","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",0.01205783,4.41804103753811
"1654","1979","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",0.01142416,4.47202486788075
"1655","1980","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",NA,NA
"1656","1981","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",NA,NA
"1657","1982","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",NA,NA
"1658","1983","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",NA,NA
"1659","1984","SHU","Lower Shuswap River Summer","oceantype","summer","MFR",50.721419,-119.046825,"SS","SS_oceantype",0.06700923,2.70292490788534
